job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,88.3333333,46,3,3,3,1,1,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,18
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,61.33333330000001,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,18
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,75.0,26,1,1,1,1,1,1,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,18
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",87.3333333,7,1,1,1,1,1,1,2,2,2,0,2,2,1,1,1,0,0,0,0,0,0,1,25
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",65.0,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,50.0,34,2,2,2,2,2,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,20
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",68.33333329999999,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,12,2,2,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,5,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",55.00000000000001,12,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,5,30
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,71.66666670000001,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,0,18
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,63.33333330000001,12,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",48.3333333,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,58.3333333,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",71.66666670000001,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",89.33333329999999,113,3,3,3,3,0,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,15,52
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",65.0,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",60.0,58,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,2,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,40
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",68.33333329999999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,27,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,3,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",65.0,9,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,25
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",76.00000000000001,56,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,1,0,1,1,3,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,61.66666669999999,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,18
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,55.666666666666664,65,2,2,2,0,0,2,4,4,4,4,4,4,1,1,1,4,4,1,0,0,0,1,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,81.66666666666667,63,2,2,2,0,0,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,1,0
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",45.0,17,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,4,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,78.33333329999999,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",65.0,10,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,5,30
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",85.0,28,2,1,2,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",45.0,14,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,5,30
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,71.66666670000001,11,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,40
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",75.0,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",50.66666669999999,61,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,2,25
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,59,2,2,0,2,1,2,4,4,4,4,4,4,0,0,0,0,0,1,1,1,1,3,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",65.0,12,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",81.66666666666667,36,3,3,3,1,1,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",78.33333329999999,61,1,1,1,1,1,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",75.0,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",55.00000000000001,20,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,15,52
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",30.66666666666667,12,3,3,3,3,3,3,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,24
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",58.3333333,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",71.66666670000001,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,1,22
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,35,2,2,2,2,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,22
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",42.6666667,31,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,2,0,2,0,1,22
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",53.3333333,62,1,1,1,1,1,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,15,52
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",48.3333333,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",54.0,39,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",65.0,33,4,4,4,4,4,4,7,7,6,0,7,7,0,0,0,0,0,0,0,0,0,5,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,47.33333333333333,24,6,6,6,6,6,6,5,5,5,5,5,5,0,0,0,3,3,1,1,1,1,1,0
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",62.66666669999999,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",38.3333333,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",73.66666670000001,11,1,1,1,1,1,1,1,1,1,0,1,1,2,2,2,0,0,0,0,0,0,3,25
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",85.0,12,2,2,2,2,1,2,9,9,9,9,9,9,0,0,0,0,0,1,0,1,1,5,28
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",41.6666667,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",65.0,10,1,1,1,0,0,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,12,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",45.0,8,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,11,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,5,24
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",75.0,34,1,1,0,0,0,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,4,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,11,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,5,24
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,68.33333329999999,4,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",34.99999999999999,14,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,1,25
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,50.0,58,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,3,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,16,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,5,24
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",71.66666670000001,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,28
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",45.0,62,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,3,3,0,0,0,0,5,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",65.0,6,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,5,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,35.0,34,2,2,2,2,2,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,79.33333329999999,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,3,40
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",68.33333329999999,50,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,0,0,1,1,1,1,0,22
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",82.66666670000001,14,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,4,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,68.33333329999999,38,1,1,1,1,1,1,4,4,4,3,4,4,0,0,0,0,0,1,0,1,0,0,20
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,48,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,22
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",81.66666670000001,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,25
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",68.33333329999999,11,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",55.00000000000001,35,2,2,2,2,0,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,48.3333333,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,3,40
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",81.66666670000001,16,2,2,2,2,1,1,3,3,3,3,3,0,4,4,4,3,3,0,0,0,0,3,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",78.33333329999999,36,11,11,11,0,0,11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",85.0,20,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,0,0,1,0,1,0,2,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,62.33333330000001,11,1,1,1,0,0,1,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,1,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",38.3333333,10,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",77.33333333333333,56,2,2,2,2,2,2,7,7,7,7,7,7,0,0,0,0,0,1,0,1,1,5,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,81.66666670000001,12,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",81.66666670000001,6,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",35.0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,45.0,29,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,3,40
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",53.3333333,26,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,1,0,1,0,0,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",71.66666666666667,8,1,1,1,1,0,1,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,5,30
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",91.6666667,36,2,2,1,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,25
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",54.99999999999999,61,1,1,1,1,1,1,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,1,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,65.0,27,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,20
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,71.66666666666667,33,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,4,4,0,0,0,0,3,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",77.99999999999999,65,2,2,2,0,0,2,4,4,4,4,4,4,1,1,1,4,4,1,0,0,0,15,52
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",78.33333329999999,15,2,2,2,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,68.33333329999999,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,73.66666670000001,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,40
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",82.66666666666667,14,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",26.666666700000004,7,1,1,1,1,1,1,2,2,2,0,2,2,3,3,3,0,0,0,0,0,0,5,30
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",35.0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,24
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",52.0,13,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,22
